Type,Rooms,Repair Subject,Subject Details,Issue,Priority
ApartmentUnit,Bathroom - Guest ,Flooring,Floor General,Leak,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Flooring,Floor General,Not In List,STANDARD
ApartmentUnit,Bathroom - Guest ,Flooring,Hardwood,Loose boards,STANDARD
ApartmentUnit,Bathroom - Guest ,Flooring,Hardwood,Not In List,STANDARD
ApartmentUnit,Bathroom - Guest ,Flooring,Hardwood,Warped,STANDARD
ApartmentUnit,Bathroom - Guest ,Flooring,Vinyl / Tile,Needs caulk,STANDARD
ApartmentUnit,Bathroom - Guest ,Flooring,Vinyl / Tile,Not In List,STANDARD
ApartmentUnit,Bathroom - Guest ,Flooring,Vinyl / Tile,Tile loose,STANDARD
ApartmentUnit,Bathroom - Guest ,Glass Door / Window,Window,Broken glass,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Glass Door / Window,Window,Fogged,STANDARD
ApartmentUnit,Bathroom - Guest ,Glass Door / Window,Window,Lock,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Glass Door / Window,Window,Not In List,STANDARD
ApartmentUnit,Bathroom - Guest ,Glass Door / Window,Window,Will not close,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Glass Door / Window,Window,Will not slide / open,STANDARD
ApartmentUnit,Bathroom - Guest ,Janitorial,Clean,Not In List,STANDARD
ApartmentUnit,Bathroom - Guest ,Janitorial,Deodorize,Not In List,STANDARD
ApartmentUnit,Bathroom - Guest ,Pest Control,Insects,Ants,STANDARD
ApartmentUnit,Bathroom - Guest ,Pest Control,Insects,Bees,STANDARD
ApartmentUnit,Bathroom - Guest ,Pest Control,Insects,Fleas,STANDARD
ApartmentUnit,Bathroom - Guest ,Pest Control,Insects,Not In List,STANDARD
ApartmentUnit,Bathroom - Guest ,Pest Control,Insects,Roaches,STANDARD
ApartmentUnit,Bathroom - Guest ,Pest Control,Insects,Scorpions,STANDARD
ApartmentUnit,Bathroom - Guest ,Pest Control,Insects,Silverfish,STANDARD
ApartmentUnit,Bathroom - Guest ,Pest Control,Insects,Spiders,STANDARD
ApartmentUnit,Bathroom - Guest ,Pest Control,Pests,Birds,STANDARD
ApartmentUnit,Bathroom - Guest ,Pest Control,Pests,Mice,STANDARD
ApartmentUnit,Bathroom - Guest ,Pest Control,Pests,Not In List,STANDARD
ApartmentUnit,Bathroom - Guest ,Pest Control,Pests,Rats,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Fire Sprinkler Head,Beauty ring repair,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Fire Sprinkler Head,Head leaks,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Plumbing,Fire Sprinkler Head,Not In List,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Fire Sprinkler Head,Paint on head,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Lavatory Faucet,Faucet drips,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Lavatory Faucet,Handle broken,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Lavatory Faucet,Leak at faucet stem,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Plumbing,Lavatory Faucet,Low water pressure,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Lavatory Faucet,No water,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Plumbing,Lavatory Faucet,Not In List,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Lavatory Faucet,Stopper does not work,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Lavatory Faucet,Stopper missing,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Lavatory Sink,Chip in sink,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Lavatory Sink,Leak under sink,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Plumbing,Lavatory Sink,Sewer back-up,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Plumbing,Lavatory Sink,Sink will not hold water,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Lavatory Sink,Stopper missing,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Lavatory Sink,Will not drain,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Low water pressure,,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Toilet,Back loose from base,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Toilet,Base loose from floor,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Toilet,Broken seat,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Toilet,Constantly runs,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Toilet,Leak at base,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Plumbing,Toilet,Leak at tank,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Plumbing,Toilet,Not In List,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Toilet,Runs intermittently,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Toilet,Sewer back-up,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Plumbing,Toilet,Stopped Up (Only one in unit),EMERGENCY
ApartmentUnit,Bathroom - Guest ,Plumbing,Toilet,Stopped up (Other working toilet available),STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Toilet,Tank lid broken,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Toilet,Water valve dripping,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Plumbing,Toilet,Will not fill,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Toilet,Will not flush,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub / Shower,Caulk or grout,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub / Shower,Ceramic tile repair,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub / Shower,Diverter not working,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub / Shower,Door repair,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub / Shower,Not In List,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub / Shower,Shower head repair,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub / Shower,Shower rod repair,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub / Shower,Soap dish repair,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub / Shower,Stopper does not work / missing,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub / Shower,Tub / shower will not drain,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub / Shower,Tub spout repair,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub / Shower,Tub will not hold water,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub / Shower,Water on floor when showering,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub/Shower Faucet,Faucet drips,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub/Shower Faucet,Handle broken,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub/Shower Faucet,Low water pressure,STANDARD
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub/Shower Faucet,No water,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Plumbing,Tub/Shower Faucet,Not In List,STANDARD
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Ceiling,Leak,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Ceiling,Leak above shower or tub,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Ceiling,Leaks from apartment above,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Ceiling,Leaks when it rains,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Ceiling,Not In List,STANDARD
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Ceiling,Paint,STANDARD
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Ceiling,Roof leak,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Ceiling,Sheetrock repair,STANDARD
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Ceiling,Stress crack repair,STANDARD
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Walls,Leak,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Walls,Leaks from apartment above,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Walls,Leaks when it rains,EMERGENCY
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Walls,Not In List,STANDARD
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Walls,Paint,STANDARD
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
ApartmentUnit,Bathroom - Guest ,Walls / Ceiling,Walls,Stress crack repair,STANDARD
ApartmentUnit,Bathroom - Half,Air Conditioning / Heat,Adjust Vent,,STANDARD
ApartmentUnit,Bathroom - Half,Air Conditioning / Heat,Air Conditioning,Area of apartment does not cool,STANDARD
ApartmentUnit,Bathroom - Half,Air Conditioning / Heat,Air Conditioning,Blowing cool air,STANDARD
ApartmentUnit,Bathroom - Half,Air Conditioning / Heat,Air Conditioning,No air blowing from vents but unit is running,STANDARD
ApartmentUnit,Bathroom - Half,Air Conditioning / Heat,Air Conditioning,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Air Conditioning / Heat,Air Conditioning,Vent repair,STANDARD
ApartmentUnit,Bathroom - Half,Air Conditioning / Heat,Heat,Area of apartment will not heat,STANDARD
ApartmentUnit,Bathroom - Half,Air Conditioning / Heat,Heat,Fan blowing will not heat,STANDARD
ApartmentUnit,Bathroom - Half,Air Conditioning / Heat,Heat,Fan not blowing will not heat,STANDARD
ApartmentUnit,Bathroom - Half,Air Conditioning / Heat,Heat,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Air Conditioning / Heat,Heat,Vent repair,STANDARD
ApartmentUnit,Bathroom - Half,Bath Accessories,Hardware,Medicine Cabinet,STANDARD
ApartmentUnit,Bathroom - Half,Bath Accessories,Hardware,Mirror,STANDARD
ApartmentUnit,Bathroom - Half,Bath Accessories,Hardware,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Bath Accessories,Hardware,Shower rod,STANDARD
ApartmentUnit,Bathroom - Half,Bath Accessories,Hardware,Soap dish,STANDARD
ApartmentUnit,Bathroom - Half,Bath Accessories,Hardware,Toilet tissue holder,STANDARD
ApartmentUnit,Bathroom - Half,Bath Accessories,Hardware,Towel bar,STANDARD
ApartmentUnit,Bathroom - Half,Bath Accessories,Hardware,Towel ring,STANDARD
ApartmentUnit,Bathroom - Half,Blinds,Mini - Blind,Falling or has fallen,STANDARD
ApartmentUnit,Bathroom - Half,Blinds,Mini - Blind,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Blinds,Mini - Blind,Replace blind,STANDARD
ApartmentUnit,Bathroom - Half,Blinds,Mini - Blind,Tilt wand repair,STANDARD
ApartmentUnit,Bathroom - Half,Blinds,Mini - Blind,Will not lower,STANDARD
ApartmentUnit,Bathroom - Half,Blinds,Mini - Blind,Will not raise,STANDARD
ApartmentUnit,Bathroom - Half,Blinds,Mini - Blind,Will not tilt,STANDARD
ApartmentUnit,Bathroom - Half,Blinds,Vertical blind,Broken or missing slat,STANDARD
ApartmentUnit,Bathroom - Half,Blinds,Vertical blind,Falling or has fallen,STANDARD
ApartmentUnit,Bathroom - Half,Blinds,Vertical blind,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Blinds,Vertical blind,Replace blind,STANDARD
ApartmentUnit,Bathroom - Half,Blinds,Vertical blind,Will not close,STANDARD
ApartmentUnit,Bathroom - Half,Blinds,Vertical blind,Will not open,STANDARD
ApartmentUnit,Bathroom - Half,Blinds,Vertical blind,Will not tilt,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Cabinets  Upper / Base,Bottom repair,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Cabinets  Upper / Base,Door repair,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Cabinets  Upper / Base,Drawer repair,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Cabinets  Upper / Base,Handle repair,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Cabinets  Upper / Base,Hinge repair,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Cabinets  Upper / Base,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Cabinets  Upper / Base,Shelf repair,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Counter Top / Vanity,Caulk needed,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Counter Top / Vanity,Damaged,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Counter Top / Vanity,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Shelves,Damaged,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Shelves,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Shelves,Paint,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Trim / Base boards / Crown mold,Damaged,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Trim / Base boards / Crown mold,Missing,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Trim / Base boards / Crown mold,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Trim / Base boards / Crown mold,Paint,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Window sill,Damaged,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Window sill,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Carpentry,Window sill,Paint,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Bi-fold Doors,Falling down,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Bi-fold Doors,Knob repair,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Bi-fold Doors,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Bi-fold Doors,Will not close,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Bi-fold Doors,Will not open,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Bi-fold Doors,Will not stay on track,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Interior Doors,Door stop,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Interior Doors,Hard to open,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Interior Doors,Hinge repair,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Interior Doors,Locking knob repair,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Interior Doors,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Interior Doors,Passage knob repair,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Interior Doors,Will not close,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Interior Doors,Will not latch,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Sliding Doors,Comes off track,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Sliding Doors,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Doors,Sliding Doors,Will not slide,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Light Switch,Cover plate repair,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Light Switch,Dimmer does not work,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Light Switch,Does not work,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Light Switch,Loose from wall,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Light Switch,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Light fixture / Ceiling fan,Cosmetic repair,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Light fixture / Ceiling fan,Fan does not work,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Light fixture / Ceiling fan,Flickers,EMERGENCY
ApartmentUnit,Bathroom - Half,Electrical,Light fixture / Ceiling fan,Globe / Lens repair,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Light fixture / Ceiling fan,Light is dim,EMERGENCY
ApartmentUnit,Bathroom - Half,Electrical,Light fixture / Ceiling fan,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Light fixture / Ceiling fan,Not balanced,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Light fixture / Ceiling fan,Pull chain repair,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Light fixture / Ceiling fan,Pulling loose from ceiling / wall,EMERGENCY
ApartmentUnit,Bathroom - Half,Electrical,Light fixture / Ceiling fan,Will not come on / bulb out,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Outlet,Cover plate repair,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Outlet,GFI will not reset,EMERGENCY
ApartmentUnit,Bathroom - Half,Electrical,Outlet,Loose from wall,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Outlet,No power,EMERGENCY
ApartmentUnit,Bathroom - Half,Electrical,Outlet,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Electrical,Outlet,Sparks,EMERGENCY
ApartmentUnit,Bathroom - Half,Flooring,Apartment Carpet,Carpet bar repair,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Apartment Carpet,Clean carpet,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Apartment Carpet,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Apartment Carpet,Repair carpet,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Apartment Carpet,Replace carpet,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Apartment Carpet,Stretch carpet,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Apartment Carpet,Wet Vac,EMERGENCY
ApartmentUnit,Bathroom - Half,Flooring,Ceramic Tile,Broken tile,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Ceramic Tile,Grout repair,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Ceramic Tile,Loose tile,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Ceramic Tile,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Floor General,Leak,EMERGENCY
ApartmentUnit,Bathroom - Half,Flooring,Floor General,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Hardwood,Loose boards,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Hardwood,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Hardwood,Warped,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Vinyl / Tile,Needs caulk,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Vinyl / Tile,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Flooring,Vinyl / Tile,Tile loose,STANDARD
ApartmentUnit,Bathroom - Half,Glass Door / Window,Window,Broken glass,EMERGENCY
ApartmentUnit,Bathroom - Half,Glass Door / Window,Window,Fogged,STANDARD
ApartmentUnit,Bathroom - Half,Glass Door / Window,Window,Lock,EMERGENCY
ApartmentUnit,Bathroom - Half,Glass Door / Window,Window,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Glass Door / Window,Window,Will not close,EMERGENCY
ApartmentUnit,Bathroom - Half,Glass Door / Window,Window,Will not slide / open,STANDARD
ApartmentUnit,Bathroom - Half,Janitorial,Clean,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Janitorial,Deodorize,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Pest Control,Insects,Ants,STANDARD
ApartmentUnit,Bathroom - Half,Pest Control,Insects,Bees,STANDARD
ApartmentUnit,Bathroom - Half,Pest Control,Insects,Fleas,STANDARD
ApartmentUnit,Bathroom - Half,Pest Control,Insects,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Pest Control,Insects,Roaches,STANDARD
ApartmentUnit,Bathroom - Half,Pest Control,Insects,Scorpions,STANDARD
ApartmentUnit,Bathroom - Half,Pest Control,Insects,Silverfish,STANDARD
ApartmentUnit,Bathroom - Half,Pest Control,Insects,Spiders,STANDARD
ApartmentUnit,Bathroom - Half,Pest Control,Pests,Birds,STANDARD
ApartmentUnit,Bathroom - Half,Pest Control,Pests,Mice,STANDARD
ApartmentUnit,Bathroom - Half,Pest Control,Pests,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Pest Control,Pests,Rats,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Fire Sprinkler Head,Head leaks,EMERGENCY
ApartmentUnit,Bathroom - Half,Plumbing,Fire Sprinkler Head,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Lavatory Faucet,Faucet drips,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Lavatory Faucet,Handle broken,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Lavatory Faucet,Leak at faucet stem,EMERGENCY
ApartmentUnit,Bathroom - Half,Plumbing,Lavatory Faucet,Low water pressure,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Lavatory Faucet,No water,EMERGENCY
ApartmentUnit,Bathroom - Half,Plumbing,Lavatory Faucet,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Lavatory Faucet,Stopper does not work,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Lavatory Faucet,Stopper missing,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Lavatory Sink,Chip in sink,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Lavatory Sink,Leak under sink,EMERGENCY
ApartmentUnit,Bathroom - Half,Plumbing,Lavatory Sink,Not In List,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Lavatory Sink,Sewer back-up,EMERGENCY
ApartmentUnit,Bathroom - Half,Plumbing,Lavatory Sink,Sink will not hold water,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Lavatory Sink,Stopper missing,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Lavatory Sink,Will not drain,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Low water pressure,,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Toilet,Back loose from base,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Toilet,Base loose from floor,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Toilet,Broken seat,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Toilet,Constantly runs,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Toilet,Leak at base,EMERGENCY
ApartmentUnit,Bathroom - Half,Plumbing,Toilet,Leak at tank,EMERGENCY
ApartmentUnit,Bathroom - Half,Plumbing,Toilet,Runs intermittently,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Toilet,Sewer back-up,EMERGENCY
ApartmentUnit,Bathroom - Half,Plumbing,Toilet,Stopped Up (Only one in unit),EMERGENCY
ApartmentUnit,Bathroom - Half,Plumbing,Toilet,Stopped up (Other working toilet available),STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Toilet,Tank lid broken,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Toilet,Water valve dripping,EMERGENCY
ApartmentUnit,Bathroom - Half,Plumbing,Toilet,Will not fill,STANDARD
ApartmentUnit,Bathroom - Half,Plumbing,Toilet,Will not flush,STANDARD
ApartmentUnit,Bathroom - Half,Walls / Ceiling,Ceiling,Leak,EMERGENCY
ApartmentUnit,Bathroom - Half,Walls / Ceiling,Ceiling,Leak above shower or tub,EMERGENCY
