Type,Rooms,Repair Subject,Subject Details,Issue,Priority
ApartmentUnit,Den,Walls / Ceiling,Walls,Not In List,STANDARD
ApartmentUnit,Den,Walls / Ceiling,Walls,Paint,STANDARD
ApartmentUnit,Den,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
ApartmentUnit,Den,Walls / Ceiling,Walls,Stress crack repair,STANDARD
ApartmentUnit,Dining Room,Air Conditioning / Heat,Adjust Vent,,STANDARD
ApartmentUnit,Dining Room,Air Conditioning / Heat,Air Conditioning,Area of apartment does not cool,STANDARD
ApartmentUnit,Dining Room,Air Conditioning / Heat,Air Conditioning,Blowing cool air,STANDARD
ApartmentUnit,Dining Room,Air Conditioning / Heat,Air Conditioning,Does not cool fan not running,STANDARD
ApartmentUnit,Dining Room,Air Conditioning / Heat,Air Conditioning,Does not cool fan running,STANDARD
ApartmentUnit,Dining Room,Air Conditioning / Heat,Air Conditioning,Fan makes noise,STANDARD
ApartmentUnit,Dining Room,Air Conditioning / Heat,Air Conditioning,No air blowing from vents but unit is running,STANDARD
ApartmentUnit,Dining Room,Air Conditioning / Heat,Air Conditioning,Not In List,STANDARD
ApartmentUnit,Dining Room,Air Conditioning / Heat,Air Conditioning,Vent repair,STANDARD
ApartmentUnit,Dining Room,Air Conditioning / Heat,Heat,Area of apartment will not heat,STANDARD
ApartmentUnit,Dining Room,Air Conditioning / Heat,Heat,Fan blowing will not heat,STANDARD
ApartmentUnit,Dining Room,Air Conditioning / Heat,Heat,Fan not blowing will not heat,STANDARD
ApartmentUnit,Dining Room,Air Conditioning / Heat,Heat,Not In List,STANDARD
ApartmentUnit,Dining Room,Air Conditioning / Heat,Heat,Vent repair,STANDARD
ApartmentUnit,Dining Room,Blinds,Mini - Blind,Falling or has fallen,STANDARD
ApartmentUnit,Dining Room,Blinds,Mini - Blind,Not In List,STANDARD
ApartmentUnit,Dining Room,Blinds,Mini - Blind,Replace blind,STANDARD
ApartmentUnit,Dining Room,Blinds,Mini - Blind,Tilt wand repair,STANDARD
ApartmentUnit,Dining Room,Blinds,Mini - Blind,Will not lower,STANDARD
ApartmentUnit,Dining Room,Blinds,Mini - Blind,Will not raise,STANDARD
ApartmentUnit,Dining Room,Blinds,Mini - Blind,Will not tilt,STANDARD
ApartmentUnit,Dining Room,Blinds,Vertical blind,Broken or missing slat,STANDARD
ApartmentUnit,Dining Room,Blinds,Vertical blind,Falling or has fallen,STANDARD
ApartmentUnit,Dining Room,Blinds,Vertical blind,Not In List,STANDARD
ApartmentUnit,Dining Room,Blinds,Vertical blind,Replace blind,STANDARD
ApartmentUnit,Dining Room,Blinds,Vertical blind,Will not close,STANDARD
ApartmentUnit,Dining Room,Blinds,Vertical blind,Will not open,STANDARD
ApartmentUnit,Dining Room,Blinds,Vertical blind,Will not tilt,STANDARD
ApartmentUnit,Dining Room,Carpentry,Cabinets  Upper / Base,Bottom repair,STANDARD
ApartmentUnit,Dining Room,Carpentry,Cabinets  Upper / Base,Door repair,STANDARD
ApartmentUnit,Dining Room,Carpentry,Cabinets  Upper / Base,Drawer repair,STANDARD
ApartmentUnit,Dining Room,Carpentry,Cabinets  Upper / Base,Handle repair,STANDARD
ApartmentUnit,Dining Room,Carpentry,Cabinets  Upper / Base,Hinge repair,STANDARD
ApartmentUnit,Dining Room,Carpentry,Cabinets  Upper / Base,Not In List,STANDARD
ApartmentUnit,Dining Room,Carpentry,Cabinets  Upper / Base,Shelf repair,STANDARD
ApartmentUnit,Dining Room,Carpentry,Counter Top / Vanity,Caulk needed,STANDARD
ApartmentUnit,Dining Room,Carpentry,Counter Top / Vanity,Damaged,STANDARD
ApartmentUnit,Dining Room,Carpentry,Counter Top / Vanity,Not In List,STANDARD
ApartmentUnit,Dining Room,Carpentry,Shelves,Damaged,STANDARD
ApartmentUnit,Dining Room,Carpentry,Shelves,Not In List,STANDARD
ApartmentUnit,Dining Room,Carpentry,Shelves,Paint,STANDARD
ApartmentUnit,Dining Room,Carpentry,Trim / Base boards / Crown mold,Damaged,STANDARD
ApartmentUnit,Dining Room,Carpentry,Trim / Base boards / Crown mold,Missing,STANDARD
ApartmentUnit,Dining Room,Carpentry,Trim / Base boards / Crown mold,Not In List,STANDARD
ApartmentUnit,Dining Room,Carpentry,Trim / Base boards / Crown mold,Paint,STANDARD
ApartmentUnit,Dining Room,Carpentry,Window sill,Damaged,STANDARD
ApartmentUnit,Dining Room,Carpentry,Window sill,Not In List,STANDARD
ApartmentUnit,Dining Room,Carpentry,Window sill,Paint,STANDARD
ApartmentUnit,Dining Room,Doors,Bi-fold Doors,Falling down,STANDARD
ApartmentUnit,Dining Room,Doors,Bi-fold Doors,Knob repair,STANDARD
ApartmentUnit,Dining Room,Doors,Bi-fold Doors,Not In List,STANDARD
ApartmentUnit,Dining Room,Doors,Bi-fold Doors,Will not close,STANDARD
ApartmentUnit,Dining Room,Doors,Bi-fold Doors,Will not open,STANDARD
ApartmentUnit,Dining Room,Doors,Bi-fold Doors,Will not stay on track,STANDARD
ApartmentUnit,Dining Room,Doors,Interior Doors,Deadbolt repair,STANDARD
ApartmentUnit,Dining Room,Doors,Interior Doors,Door stop,STANDARD
ApartmentUnit,Dining Room,Doors,Interior Doors,Hard to open,STANDARD
ApartmentUnit,Dining Room,Doors,Interior Doors,Hinge repair,STANDARD
ApartmentUnit,Dining Room,Doors,Interior Doors,Locking knob repair,STANDARD
ApartmentUnit,Dining Room,Doors,Interior Doors,Not In List,STANDARD
ApartmentUnit,Dining Room,Doors,Interior Doors,Passage knob repair,STANDARD
ApartmentUnit,Dining Room,Doors,Interior Doors,Will not close,STANDARD
ApartmentUnit,Dining Room,Doors,Interior Doors,Will not latch,STANDARD
ApartmentUnit,Dining Room,Electrical,Light Switch,Cover plate repair,STANDARD
ApartmentUnit,Dining Room,Electrical,Light Switch,Dimmer does not work,STANDARD
ApartmentUnit,Dining Room,Electrical,Light Switch,Does not work,STANDARD
ApartmentUnit,Dining Room,Electrical,Light Switch,Loose from wall,STANDARD
ApartmentUnit,Dining Room,Electrical,Light Switch,Not In List,STANDARD
ApartmentUnit,Dining Room,Electrical,Light fixture / Ceiling fan,Cosmetic repair,STANDARD
ApartmentUnit,Dining Room,Electrical,Light fixture / Ceiling fan,Fan does not work,STANDARD
ApartmentUnit,Dining Room,Electrical,Light fixture / Ceiling fan,Flickers,EMERGENCY
ApartmentUnit,Dining Room,Electrical,Light fixture / Ceiling fan,Globe / Lens repair,STANDARD
ApartmentUnit,Dining Room,Electrical,Light fixture / Ceiling fan,Light is dim,EMERGENCY
ApartmentUnit,Dining Room,Electrical,Light fixture / Ceiling fan,Not In List,STANDARD
ApartmentUnit,Dining Room,Electrical,Light fixture / Ceiling fan,Not balanced,STANDARD
ApartmentUnit,Dining Room,Electrical,Light fixture / Ceiling fan,Pull chain repair,STANDARD
ApartmentUnit,Dining Room,Electrical,Light fixture / Ceiling fan,Pulling loose from ceiling / wall,EMERGENCY
ApartmentUnit,Dining Room,Electrical,Light fixture / Ceiling fan,Will not come on / bulb out,STANDARD
ApartmentUnit,Dining Room,Electrical,Outlet,Cover plate repair,STANDARD
ApartmentUnit,Dining Room,Electrical,Outlet,GFI will not reset,EMERGENCY
ApartmentUnit,Dining Room,Electrical,Outlet,Loose from wall,STANDARD
ApartmentUnit,Dining Room,Electrical,Outlet,No power,EMERGENCY
ApartmentUnit,Dining Room,Electrical,Outlet,Not In List,STANDARD
ApartmentUnit,Dining Room,Electrical,Outlet,Sparks,EMERGENCY
ApartmentUnit,Dining Room,Electrical,Smoke Detector,Chirps,STANDARD
ApartmentUnit,Dining Room,Electrical,Smoke Detector,False alarms,STANDARD
ApartmentUnit,Dining Room,Electrical,Smoke Detector,Loose from wall / Ceiling,STANDARD
ApartmentUnit,Dining Room,Electrical,Smoke Detector,Not In List,STANDARD
ApartmentUnit,Dining Room,Electrical,Smoke Detector,Replace battery,STANDARD
ApartmentUnit,Dining Room,Electrical,Smoke Detector,Will not work,STANDARD
ApartmentUnit,Dining Room,Fire Extinguisher,Apartment fire extinguisher,Damaged,STANDARD
ApartmentUnit,Dining Room,Fire Extinguisher,Apartment fire extinguisher,Describe,STANDARD
ApartmentUnit,Dining Room,Fire Extinguisher,Apartment fire extinguisher,Missing,STANDARD
ApartmentUnit,Dining Room,Fire Extinguisher,Apartment fire extinguisher,Recharge,STANDARD
ApartmentUnit,Dining Room,Fire Extinguisher,Other fire extinguisher,Damaged,STANDARD
ApartmentUnit,Dining Room,Fire Extinguisher,Other fire extinguisher,Describe,STANDARD
ApartmentUnit,Dining Room,Fire Extinguisher,Other fire extinguisher,Missing,STANDARD
ApartmentUnit,Dining Room,Fire Extinguisher,Other fire extinguisher,Recharge,STANDARD
ApartmentUnit,Dining Room,Flooring,Apartment Carpet,Carpet bar repair,STANDARD
ApartmentUnit,Dining Room,Flooring,Apartment Carpet,Clean carpet,STANDARD
ApartmentUnit,Dining Room,Flooring,Apartment Carpet,Not In List,STANDARD
ApartmentUnit,Dining Room,Flooring,Apartment Carpet,Repair carpet,STANDARD
ApartmentUnit,Dining Room,Flooring,Apartment Carpet,Replace carpet,STANDARD
ApartmentUnit,Dining Room,Flooring,Apartment Carpet,Stretch carpet,STANDARD
ApartmentUnit,Dining Room,Flooring,Apartment Carpet,Wet Vac,EMERGENCY
ApartmentUnit,Dining Room,Flooring,Ceramic Tile,Broken tile,STANDARD
ApartmentUnit,Dining Room,Flooring,Ceramic Tile,Grout repair,STANDARD
ApartmentUnit,Dining Room,Flooring,Ceramic Tile,Loose tile,STANDARD
ApartmentUnit,Dining Room,Flooring,Ceramic Tile,Not In List,STANDARD
ApartmentUnit,Dining Room,Flooring,Floor General,Leak,EMERGENCY
ApartmentUnit,Dining Room,Flooring,Floor General,Not In List,STANDARD
ApartmentUnit,Dining Room,Flooring,Hardwood,Loose boards,STANDARD
ApartmentUnit,Dining Room,Flooring,Hardwood,Not In List,STANDARD
ApartmentUnit,Dining Room,Flooring,Hardwood,Warped,STANDARD
ApartmentUnit,Dining Room,Flooring,Vinyl / Tile,Needs caulk,STANDARD
ApartmentUnit,Dining Room,Flooring,Vinyl / Tile,Not In List,STANDARD
ApartmentUnit,Dining Room,Flooring,Vinyl / Tile,Tile loose,STANDARD
ApartmentUnit,Dining Room,Glass Door / Window,Glass Door,Broken glass,EMERGENCY
ApartmentUnit,Dining Room,Glass Door / Window,Glass Door,Door handle,STANDARD
ApartmentUnit,Dining Room,Glass Door / Window,Glass Door,Door lock,EMERGENCY
ApartmentUnit,Dining Room,Glass Door / Window,Glass Door,Not In List,STANDARD
ApartmentUnit,Dining Room,Glass Door / Window,Glass Door,Patio door pin,EMERGENCY
ApartmentUnit,Dining Room,Glass Door / Window,Glass Door,Will not slide,EMERGENCY
ApartmentUnit,Dining Room,Glass Door / Window,Window,Broken glass,EMERGENCY
ApartmentUnit,Dining Room,Glass Door / Window,Window,Fogged,STANDARD
ApartmentUnit,Dining Room,Glass Door / Window,Window,Lock,EMERGENCY
ApartmentUnit,Dining Room,Glass Door / Window,Window,Not In List,STANDARD
ApartmentUnit,Dining Room,Glass Door / Window,Window,Will not close,EMERGENCY
ApartmentUnit,Dining Room,Glass Door / Window,Window,Will not slide / open,STANDARD
ApartmentUnit,Dining Room,Janitorial,Clean,Not In List,STANDARD
ApartmentUnit,Dining Room,Janitorial,Deodorize,Not In List,STANDARD
ApartmentUnit,Dining Room,Pest Control,Insects,Ants,STANDARD
ApartmentUnit,Dining Room,Pest Control,Insects,Bees,STANDARD
ApartmentUnit,Dining Room,Pest Control,Insects,Fleas,STANDARD
ApartmentUnit,Dining Room,Pest Control,Insects,Not In List,STANDARD
ApartmentUnit,Dining Room,Pest Control,Insects,Roaches,STANDARD
ApartmentUnit,Dining Room,Pest Control,Insects,Scorpions,STANDARD
ApartmentUnit,Dining Room,Pest Control,Insects,Silverfish,STANDARD
ApartmentUnit,Dining Room,Pest Control,Insects,Spiders,STANDARD
ApartmentUnit,Dining Room,Pest Control,Pests,Birds,STANDARD
ApartmentUnit,Dining Room,Pest Control,Pests,Mice,STANDARD
ApartmentUnit,Dining Room,Pest Control,Pests,Not In List,STANDARD
ApartmentUnit,Dining Room,Pest Control,Pests,Rats,STANDARD
ApartmentUnit,Dining Room,Walls / Ceiling,Ceiling,Leak,EMERGENCY
ApartmentUnit,Dining Room,Walls / Ceiling,Ceiling,Leaks from apartment above,EMERGENCY
ApartmentUnit,Dining Room,Walls / Ceiling,Ceiling,Leaks when it rains,EMERGENCY
ApartmentUnit,Dining Room,Walls / Ceiling,Ceiling,Not In List,STANDARD
ApartmentUnit,Dining Room,Walls / Ceiling,Ceiling,Paint,STANDARD
ApartmentUnit,Dining Room,Walls / Ceiling,Ceiling,Roof leak,EMERGENCY
ApartmentUnit,Dining Room,Walls / Ceiling,Ceiling,Sheetrock repair,STANDARD
ApartmentUnit,Dining Room,Walls / Ceiling,Ceiling,Stress crack repair,STANDARD
ApartmentUnit,Dining Room,Walls / Ceiling,Walls,Leak,EMERGENCY
ApartmentUnit,Dining Room,Walls / Ceiling,Walls,Leaks from apartment above,EMERGENCY
ApartmentUnit,Dining Room,Walls / Ceiling,Walls,Leaks when it rains,EMERGENCY
ApartmentUnit,Dining Room,Walls / Ceiling,Walls,Not In List,STANDARD
ApartmentUnit,Dining Room,Walls / Ceiling,Walls,Paint,STANDARD
ApartmentUnit,Dining Room,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
ApartmentUnit,Dining Room,Walls / Ceiling,Walls,Stress crack repair,STANDARD
ApartmentUnit,Entry,Air Conditioning / Heat,Adjust Vent,,STANDARD
ApartmentUnit,Entry,Carpentry,Handrail / Bannister,Damaged,EMERGENCY
ApartmentUnit,Entry,Carpentry,Handrail / Bannister,Not In List,STANDARD
ApartmentUnit,Entry,Carpentry,Handrail / Bannister,Paint,STANDARD
ApartmentUnit,Entry,Carpentry,Trim / Base boards / Crown mold,Damaged,STANDARD
ApartmentUnit,Entry,Carpentry,Trim / Base boards / Crown mold,Missing,STANDARD
ApartmentUnit,Entry,Carpentry,Trim / Base boards / Crown mold,Not In List,STANDARD
ApartmentUnit,Entry,Carpentry,Trim / Base boards / Crown mold,Paint,STANDARD
ApartmentUnit,Entry,Doors,Bi-fold Doors,Falling down,STANDARD
ApartmentUnit,Entry,Doors,Bi-fold Doors,Knob repair,STANDARD
ApartmentUnit,Entry,Doors,Bi-fold Doors,Not In List,STANDARD
ApartmentUnit,Entry,Doors,Bi-fold Doors,Will not close,STANDARD
ApartmentUnit,Entry,Doors,Bi-fold Doors,Will not open,STANDARD
ApartmentUnit,Entry,Doors,Bi-fold Doors,Will not stay on track,STANDARD
ApartmentUnit,Entry,Doors,Exterior Doors,Damaged,STANDARD
ApartmentUnit,Entry,Doors,Exterior Doors,Deadbolt repair,EMERGENCY
ApartmentUnit,Entry,Doors,Exterior Doors,Door stop,STANDARD
ApartmentUnit,Entry,Doors,Exterior Doors,Hard to open,EMERGENCY
ApartmentUnit,Entry,Doors,Exterior Doors,Hinge repair,STANDARD
ApartmentUnit,Entry,Doors,Exterior Doors,Locking knob repair,EMERGENCY
ApartmentUnit,Entry,Doors,Exterior Doors,Missing,EMERGENCY
ApartmentUnit,Entry,Doors,Exterior Doors,Not In List,STANDARD
ApartmentUnit,Entry,Doors,Exterior Doors,Paint,STANDARD
ApartmentUnit,Entry,Doors,Exterior Doors,Passage knob repair,STANDARD
ApartmentUnit,Entry,Doors,Exterior Doors,Threshold,STANDARD
ApartmentUnit,Entry,Doors,Exterior Doors,Weather-stripping,STANDARD
ApartmentUnit,Entry,Doors,Exterior Doors,Will not close,EMERGENCY
ApartmentUnit,Entry,Doors,Exterior Doors,Will not latch,STANDARD
ApartmentUnit,Entry,Doors,Exterior Doors,Will not lock,EMERGENCY
ApartmentUnit,Entry,Doors,Exterior Doors,Will not open,EMERGENCY
ApartmentUnit,Entry,Doors,Exterior Doors,Will not unlock,EMERGENCY
ApartmentUnit,Entry,Doors,Interior Doors,Deadbolt repair,EMERGENCY
ApartmentUnit,Entry,Doors,Interior Doors,Door stop,STANDARD
ApartmentUnit,Entry,Doors,Interior Doors,Hard to open,EMERGENCY
ApartmentUnit,Entry,Doors,Interior Doors,Hinge repair,STANDARD
ApartmentUnit,Entry,Doors,Interior Doors,Locking knob repair,EMERGENCY
ApartmentUnit,Entry,Doors,Interior Doors,Not In List,STANDARD
ApartmentUnit,Entry,Doors,Interior Doors,Passage knob repair,STANDARD
ApartmentUnit,Entry,Doors,Interior Doors,Will not close,EMERGENCY
ApartmentUnit,Entry,Doors,Interior Doors,Will not latch,STANDARD
ApartmentUnit,Entry,Doors,Sliding Doors,Comes off track,STANDARD
ApartmentUnit,Entry,Doors,Sliding Doors,Not In List,STANDARD
ApartmentUnit,Entry,Doors,Sliding Doors,Will not slide,STANDARD
ApartmentUnit,Entry,Electrical,Door Chime,Button repair,STANDARD
ApartmentUnit,Entry,Electrical,Door Chime,Cosmetic repair,STANDARD
ApartmentUnit,Entry,Electrical,Door Chime,Not In List,STANDARD
ApartmentUnit,Entry,Electrical,Door Chime,Will not work,STANDARD
ApartmentUnit,Entry,Electrical,Light Switch,Cover plate repair,STANDARD
ApartmentUnit,Entry,Electrical,Light Switch,Dimmer does not work,STANDARD
ApartmentUnit,Entry,Electrical,Light Switch,Does not work,STANDARD
ApartmentUnit,Entry,Electrical,Light Switch,Loose from wall,STANDARD
ApartmentUnit,Entry,Electrical,Light Switch,Not In List,STANDARD
ApartmentUnit,Entry,Electrical,Light fixture / Ceiling fan,Cosmetic repair,STANDARD
ApartmentUnit,Entry,Electrical,Light fixture / Ceiling fan,Fan does not work,STANDARD
ApartmentUnit,Entry,Electrical,Light fixture / Ceiling fan,Flickers,EMERGENCY
ApartmentUnit,Entry,Electrical,Light fixture / Ceiling fan,Globe / Lens repair,STANDARD
ApartmentUnit,Entry,Electrical,Light fixture / Ceiling fan,Light is dim,EMERGENCY
ApartmentUnit,Entry,Electrical,Light fixture / Ceiling fan,Not In List,STANDARD
ApartmentUnit,Entry,Electrical,Light fixture / Ceiling fan,Not balanced,STANDARD
ApartmentUnit,Entry,Electrical,Light fixture / Ceiling fan,Pull chain repair,STANDARD
ApartmentUnit,Entry,Electrical,Light fixture / Ceiling fan,Pulling loose from ceiling / wall,EMERGENCY
ApartmentUnit,Entry,Electrical,Light fixture / Ceiling fan,Will not come on / bulb out,STANDARD
ApartmentUnit,Entry,Electrical,Outlet,Cover plate repair,STANDARD
ApartmentUnit,Entry,Electrical,Outlet,GFI will not reset,EMERGENCY
ApartmentUnit,Entry,Electrical,Outlet,Loose from wall,STANDARD
ApartmentUnit,Entry,Electrical,Outlet,No power,EMERGENCY
ApartmentUnit,Entry,Electrical,Outlet,Not In List,STANDARD
ApartmentUnit,Entry,Electrical,Outlet,Sparks,EMERGENCY
ApartmentUnit,Entry,Flooring,Apartment Carpet,Carpet bar repair,STANDARD
ApartmentUnit,Entry,Flooring,Apartment Carpet,Clean carpet,STANDARD
ApartmentUnit,Entry,Flooring,Apartment Carpet,Not In List,STANDARD
ApartmentUnit,Entry,Flooring,Apartment Carpet,Repair carpet,STANDARD
ApartmentUnit,Entry,Flooring,Apartment Carpet,Replace carpet,STANDARD
ApartmentUnit,Entry,Flooring,Apartment Carpet,Stretch carpet,STANDARD
ApartmentUnit,Entry,Flooring,Apartment Carpet,Wet Vac,EMERGENCY
ApartmentUnit,Entry,Flooring,Ceramic Tile,Broken tile,STANDARD
ApartmentUnit,Entry,Flooring,Ceramic Tile,Grout repair,STANDARD
ApartmentUnit,Entry,Flooring,Ceramic Tile,Loose tile,STANDARD
ApartmentUnit,Entry,Flooring,Ceramic Tile,Not In List,STANDARD
ApartmentUnit,Entry,Flooring,Common Hall / Breezeway Carpet,Carpet bar repair,STANDARD
ApartmentUnit,Entry,Flooring,Common Hall / Breezeway Carpet,Clean carpet,STANDARD
ApartmentUnit,Entry,Flooring,Common Hall / Breezeway Carpet,Not In List,STANDARD
ApartmentUnit,Entry,Flooring,Common Hall / Breezeway Carpet,Repair carpet,STANDARD
ApartmentUnit,Entry,Flooring,Common Hall / Breezeway Carpet,Replace carpet,STANDARD
ApartmentUnit,Entry,Flooring,Common Hall / Breezeway Carpet,Stretch carpet,STANDARD
ApartmentUnit,Entry,Flooring,Common Hall / Breezeway Carpet,Wet Vac,EMERGENCY
ApartmentUnit,Entry,Flooring,Floor General,Leak,EMERGENCY
ApartmentUnit,Entry,Flooring,Floor General,Not In List,STANDARD
ApartmentUnit,Entry,Flooring,Hardwood,Loose boards,STANDARD
ApartmentUnit,Entry,Flooring,Hardwood,Not In List,STANDARD
ApartmentUnit,Entry,Flooring,Hardwood,Warped,STANDARD
ApartmentUnit,Entry,Flooring,Vinyl / Tile,Needs caulk,STANDARD
ApartmentUnit,Entry,Flooring,Vinyl / Tile,Not In List,STANDARD
ApartmentUnit,Entry,Flooring,Vinyl / Tile,Tile loose,STANDARD
ApartmentUnit,Entry,Glass Door / Window,Glass Door,Broken glass,EMERGENCY
ApartmentUnit,Entry,Glass Door / Window,Glass Door,Door handle,STANDARD
ApartmentUnit,Entry,Glass Door / Window,Glass Door,Door lock,EMERGENCY
ApartmentUnit,Entry,Glass Door / Window,Glass Door,Not In List,STANDARD
ApartmentUnit,Entry,Glass Door / Window,Glass Door,Patio door pin,EMERGENCY
ApartmentUnit,Entry,Glass Door / Window,Glass Door,Will not slide,EMERGENCY
ApartmentUnit,Entry,Janitorial,Clean,Not In List,STANDARD
ApartmentUnit,Entry,Janitorial,Deodorize,Not In List,STANDARD
ApartmentUnit,Entry,Pest Control,Insects,Ants,STANDARD
ApartmentUnit,Entry,Pest Control,Insects,Bees,STANDARD
ApartmentUnit,Entry,Pest Control,Insects,Fleas,STANDARD
ApartmentUnit,Entry,Pest Control,Insects,Not In List,STANDARD
ApartmentUnit,Entry,Pest Control,Insects,Roaches,STANDARD
ApartmentUnit,Entry,Pest Control,Insects,Scorpions,STANDARD
ApartmentUnit,Entry,Pest Control,Insects,Silverfish,STANDARD
ApartmentUnit,Entry,Pest Control,Insects,Spiders,STANDARD
ApartmentUnit,Entry,Pest Control,Pests,Birds,STANDARD
ApartmentUnit,Entry,Pest Control,Pests,Mice,STANDARD
ApartmentUnit,Entry,Pest Control,Pests,Not In List,STANDARD
ApartmentUnit,Entry,Pest Control,Pests,Rats,STANDARD
ApartmentUnit,Entry,Walls / Ceiling,Ceiling,Leak,EMERGENCY
ApartmentUnit,Entry,Walls / Ceiling,Ceiling,Leaks from apartment above,EMERGENCY
ApartmentUnit,Entry,Walls / Ceiling,Ceiling,Leaks when it rains,EMERGENCY
ApartmentUnit,Entry,Walls / Ceiling,Ceiling,Not In List,STANDARD
ApartmentUnit,Entry,Walls / Ceiling,Ceiling,Paint,STANDARD
ApartmentUnit,Entry,Walls / Ceiling,Ceiling,Roof leak,EMERGENCY
ApartmentUnit,Entry,Walls / Ceiling,Ceiling,Sheetrock repair,STANDARD
ApartmentUnit,Entry,Walls / Ceiling,Ceiling,Stress crack repair,STANDARD
ApartmentUnit,Entry,Walls / Ceiling,Walls,Leak,EMERGENCY
ApartmentUnit,Entry,Walls / Ceiling,Walls,Leaks from apartment above,EMERGENCY
ApartmentUnit,Entry,Walls / Ceiling,Walls,Leaks when it rains,EMERGENCY
ApartmentUnit,Entry,Walls / Ceiling,Walls,Not In List,STANDARD
ApartmentUnit,Entry,Walls / Ceiling,Walls,Paint,STANDARD
ApartmentUnit,Entry,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
ApartmentUnit,Entry,Walls / Ceiling,Walls,Stress crack repair,STANDARD
ApartmentUnit,Garage / Carports,Doors,Leaks at bottom,,EMERGENCY
ApartmentUnit,Garage / Carports,Doors,Leaks at top,,EMERGENCY
ApartmentUnit,Garage / Carports,Plumbing,Fire Sprinkler Head,Head leaks,EMERGENCY
ApartmentUnit,Garage / Carports,Plumbing,Fire Sprinkler Head,Not In List,STANDARD
ApartmentUnit,Garage / Carports,Plumbing,Leak,,STANDARD
ApartmentUnit,Garage / Carports,Plumbing,Water Heater,Leak,EMERGENCY
ApartmentUnit,Hallway,Air Conditioning / Heat,Adjust Vent,,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Air Conditioning,Area of apartment does not cool,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Air Conditioning,Blowing cool air,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Air Conditioning,Condensing unit outside makes excessive noise,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Air Conditioning,Condensing unit outside runs when inside unit is off,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Air Conditioning,Cover panel repair,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Air Conditioning,Does not cool fan not running,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Air Conditioning,Does not cool fan running,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Air Conditioning,Fan makes noise,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Air Conditioning,No air blowing from vents but unit is running,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Air Conditioning,Not In List,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Air Conditioning,Replace filter,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Air Conditioning,T-stat repair,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Air Conditioning,Vent repair,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Air Conditioning,Water leak from condensation overflow,EMERGENCY
ApartmentUnit,Hallway,Air Conditioning / Heat,Heat,Area of apartment will not heat,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Heat,Fan blowing will not heat,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Heat,Fan not blowing will not heat,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Heat,Not In List,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Heat,Replace filter,STANDARD
ApartmentUnit,Hallway,Air Conditioning / Heat,Heat,Vent repair,STANDARD
ApartmentUnit,Hallway,Carpentry,Desk,Damaged,STANDARD
ApartmentUnit,Hallway,Carpentry,Desk,Not In List,STANDARD
ApartmentUnit,Hallway,Carpentry,Shelves,Damaged,STANDARD
ApartmentUnit,Hallway,Carpentry,Shelves,Not In List,STANDARD
ApartmentUnit,Hallway,Carpentry,Shelves,Paint,STANDARD
ApartmentUnit,Hallway,Carpentry,Trim / Base boards / Crown mold,Damaged,STANDARD
ApartmentUnit,Hallway,Carpentry,Trim / Base boards / Crown mold,Missing,STANDARD
ApartmentUnit,Hallway,Carpentry,Trim / Base boards / Crown mold,Not In List,STANDARD
ApartmentUnit,Hallway,Carpentry,Trim / Base boards / Crown mold,Paint,STANDARD
ApartmentUnit,Hallway,Doors,Bi-fold Doors,Falling down,STANDARD
ApartmentUnit,Hallway,Doors,Bi-fold Doors,Knob repair,STANDARD
ApartmentUnit,Hallway,Doors,Bi-fold Doors,Not In List,STANDARD
ApartmentUnit,Hallway,Doors,Bi-fold Doors,Will not close,STANDARD
ApartmentUnit,Hallway,Doors,Bi-fold Doors,Will not open,STANDARD
ApartmentUnit,Hallway,Doors,Bi-fold Doors,Will not stay on track,STANDARD
ApartmentUnit,Hallway,Doors,Interior Doors,Deadbolt repair,STANDARD
ApartmentUnit,Hallway,Doors,Interior Doors,Door stop,STANDARD
ApartmentUnit,Hallway,Doors,Interior Doors,Hard to open,STANDARD
ApartmentUnit,Hallway,Doors,Interior Doors,Hinge repair,STANDARD
ApartmentUnit,Hallway,Doors,Interior Doors,Locking knob repair,STANDARD
ApartmentUnit,Hallway,Doors,Interior Doors,Not In List,STANDARD
